"Planet #","Name","X","Y","Tech Level","Inhabitants","Government","Description",
222,"Ondizaat"," (86","182)",4," Black Slimy Lobsters"," Multi-Government"," This world is mildly well known for its exotic cuisine and its inhabitants' ingrained silliness. ",
223,"Gequadi"," (241","164)",6," Large Yellow Furry Rodents"," Communist"," The planet Gequadi is mildly well known for its exotic night life. ",
224,"Tilaanes"," (45","15)",3," Green Horned Humanoids"," Communist"," The planet Tilaanes is cursed by deadly civil war. ",
225,"Qurixean"," (9","155)",7," Human Colonials"," Dictatorship"," Qurixean is very fabled for its unusual oceans. ",
226,"Tequenes"," (59","162)",12," Blue Bug-Eyed Frogs"," Corporate State"," This planet is a tedious little planet. ",
227,"Veenen"," (233","18)",7," Human Colonials"," Feudal"," The planet Veenen is most well known for its hoopy casinos. ",
228,"Rear"," (59","146)",9," Large Red Bug-Eyed Frogs"," Feudal"," The planet Rear is scourged by a evil disease. ",
229,"Beorsora"," (90","74)",7," Black Slimy Lobsters"," Anarchy"," This world is mildly well known for Beorsoraian wolf cutlet and its unusual oceans. ",
230,"Raaed"," (244","39)",2," Human Colonials"," Communist"," The planet Raaed is most famous for the Raaedian deadly goat and its vast rain forests. ",
231,"Zaeded"," (124","184)",10," Human Colonials"," Democracy"," Zaeded is reasonably notable for its great parking meters but cursed by occasional earthquakes. ",
232,"Biraa"," (117","248)",11," Human Colonials"," Democracy"," This planet is fabled for its ancient Biraaian Geer banana plantations. ",
233,"Reusleed"," (106","111)",5," Human Colonials"," Confederacy"," This world is mildly famous for its pink Reusleedian Th Thweed plantations and its unusual casinos. ",
234,"Geisor"," (88","97)",5," Human Colonials"," Feudal"," The world Geisor is a boring planet. ",
235,"Ergerexe"," (89","89)",9," Black Slimy Rodents"," Dictatorship"," This world is very well known for Ergerexeian lethal water and the Ergerexeian tree snake. ",
236,"Labirior"," (2","46)",5," Human Colonials"," Dictatorship"," The world Labirior is scourged by a deadly disease. ",
237,"Riladi"," (57","30)",3," Human Colonials"," Multi-Government"," The planet Riladi is cursed by dreadful civil war. ",
238,"Zabeor"," (225","141)",6," Fierce Fat Birds"," Democracy"," This planet is beset by deadly earthquakes. ",
239,"Inonin"," (210","217)",6," Human Colonials"," Anarchy"," This planet is plagued by deadly earthquakes. ",
240,"Edzaar"," (172","63)",0," Blue Bony Lobsters"," Anarchy"," Edzaar is a revolting little planet. ",
241,"Veusbi"," (103","138)",12," Yellow Furry Insects"," Corporate State"," This planet is fabled for its exciting Veusbiian evil brandy. ",
242,"Laxerive"," (166","6)",5," Slimy Frogs"," Dictatorship"," This planet is fabled for its fabulous cuisine and its unusual tropical forests. ",
243,"Vemaed"," (214","62)",6," Harmless Slimy Lizards"," Confederacy"," The world Vemaed is notable for the Vemaedian tree grub and the Vemaedian spotted wolf. ",
244,"Isaso"," (218","88)",12," Horned Lobsters"," Confederacy"," This world is most notable for Isasoian lethal water but plagued by frequent solar activity. ",
245,"Inuses"," (52","7)",2," Human Colonials"," Communist"," This planet is a dull world. ",
246,"Atoresra"," (94","73)",6," Human Colonials"," Anarchy"," This planet is reasonably famous for its inhabitants' exceptional love for tourists. ",
247,"Edtizabe"," (244","169)",7," Human Colonials"," Multi-Government"," The world Edtizabe is beset by a lethal disease. ",
248,"Asoarle"," (147","196)",7," Human Colonials"," Multi-Government"," Asoarle is well known for its inhabitants' weird silliness but cursed by deadly civil war. ",
249,"Enrienge"," (129","10)",7," Blue Bony Humanoids"," Feudal"," This world is ravaged by occasional solar activity. ",
250,"Bees"," (99","242)",11," Yellow Bug-Eyed Birds"," Confederacy"," This planet is noted for Zero-G hockey. ",
251,"Esusale"," (94","96)",13," Human Colonials"," Corporate State"," This planet is fabled for its ancient Esusaleian A'nuet tulip plantations. ",
252,"Ormabiin"," (129","239)",5," Black Insects"," Corporate State"," Ormabiin is reasonably notable for its great volcanoes but plagued by lethal spotted batoids. ",
253,"Riattein"," (204","38)",4," Human Colonials"," Democracy"," This planet is plagued by occasional solar activity. ",
254,"Orleso"," (172","188)",4," Yellow Slimy Frogs"," Multi-Government"," Orleso is reasonably well known for its great tropical forests but scourged by deadly civil war. ",
255,"Intiso"," (227","199)",5," Blue Fat Birds"," Communist"," The planet Intiso is most famous for the Intisoian spotted shrew and the Intisoian edible poet.' ",
