"Planet #","Name","X","Y","Tech Level","Inhabitants","Government","Description",
222,"Tiso"," (239","200)",9," Large Harmless Insects"," Feudal"," The world Tiso is beset by a lethal disease. ",
223,"Usesen"," (224","231)",1," Human Colonials"," Multi-Government"," Usesen is a revolting little planet. ",
224,"Zaed"," (242","233)",9," Fierce Bony Lobsters"," Multi-Government"," This planet is mildly fabled for its inhabitants' eccentric love for tourists but beset by a lethal disease. ",
225,"Tiregees"," (190","88)",12," Harmless Frogs"," Confederacy"," The world Tiregees is reasonably noted for its inhabitants' exceptional love for tourists and the Tiregeesian edible arts graduate. ",
226,"Qusoin"," (201","67)",9," Horned Birds"," Corporate State"," This planet is beset by a evil disease. ",
227,"Xeisa"," (78","140)",7," Large Horned Birds"," Communist"," Xeisa is most noted for the Xeisaian deadly lobstoid and its pink Xeisaian Enst Enstweed plantations. ",
228,"Isteesge"," (16","175)",0," Human Colonials"," Anarchy"," The world Isteesge is scourged by a deadly disease. ",
229,"Articeso"," (3","137)",13," Human Colonials"," Corporate State"," This planet is mildly fabled for its inhabitants' eccentric love for poetry but plagued by frequent earthquakes. ",
230,"Cebeor"," (199","229)",8," Fierce Horned Lobsters"," Confederacy"," This planet is beset by a lethal disease. ",
231,"Diusace"," (185","64)",11," Black Bug-Eyed Lizards"," Democracy"," The planet Diusace is mildly notable for its inhabitants' unusual silliness. ",
232,"Ribeties"," (229","207)",4," Human Colonials"," Democracy"," Ribeties is very notable for the Ribetiesian tree ant. ",
233,"Lativege"," (73","23)",2," Yellow Insects"," Feudal"," This planet is a dull place. ",
234,"Erarrior"," (99","86)",6," Blue Furry Humanoids"," Dictatorship"," This world is very notable for the Erarriorian edible grub and the Erarriorian tree grub. ",
235,"Leeden"," (153","254)",2," Human Colonials"," Anarchy"," The planet Leeden is a boring world. ",
236,"Tivequ"," (204","178)",7," Human Colonials"," Communist"," This planet is beset by a lethal disease. ",
237,"Oranisen"," (40","250)",7," Human Colonials"," Dictatorship"," This planet is most notable for Oranisenian Enstilth brandy but scourged by deadly civil war. ",
238,"Intean"," (82","61)",3," Human Colonials"," Feudal"," The world Intean is a boring planet. ",
239,"Isisan"," (36","59)",5," Human Colonials"," Multi-Government"," The planet Isisan is cursed by dreadful civil war. ",
240,"Orraes"," (91","192)",11," Human Colonials"," Multi-Government"," This world is mildly well known for its hoopy night life and Orraesian lethal water. ",
241,"Lavegere"," (247","169)",12," Yellow Insects"," Confederacy"," The planet Lavegere is most noted for its inhabitants' exceptional loathing of sit coms and Lavegereian wolf cutlet. ",
242,"Usquen"," (142","67)",10," Human Colonials"," Corporate State"," The planet Usquen is a boring planet. ",
243,"Leeson"," (85","242)",8," Large Rodents"," Communist"," The planet Leeson is cursed by killer mountain A'onsethoids. ",
244,"Beritere"," (106","95)",2," Furry Rodents"," Anarchy"," The planet Beritere is very noted for its ancient Arceon tulip plantations but ravaged by occasional earthquakes. ",
245,"Arveaa"," (206","28)",9," Human Colonials"," Corporate State"," The world Arveaa is reasonably fabled for its exciting sit coms and its inhabitants' ancient loathing of discos. ",
246,"Laraedle"," (79","15)",6," Human Colonials"," Confederacy"," The planet Laraedle is scourged by a deadly disease. ",
247,"Reesquen"," (225","152)",11," Bug-Eyed Lobsters"," Democracy"," This planet is plagued by frequent solar activity. ",
248,"Vegeinso"," (18","250)",10," Yellow Slimy Lizards"," Democracy"," The world Vegeinso is scourged by deadly tree grubs. ",
249,"Timaesin"," (135","204)",5," Harmless Bony Felines"," Feudal"," The planet Timaesin is very famous for its exotic fish cutlet but plagued by deadly earthquakes. ",
250,"Xeorusge"," (12","73)",8," Human Colonials"," Dictatorship"," The world Xeorusge is scourged by deadly tree snakes. ",
251,"Zaati"," (67","40)",8," Human Colonials"," Anarchy"," The world Zaati is very famous for its hoopy night life but scourged by deadly tree grubs. ",
252,"Atraat"," (171","247)",5," Red Fat Humanoids"," Communist"," This world is plagued by occasional solar activity. ",
253,"Isbianri"," (183","177)",11," Human Colonials"," Dictatorship"," This world is reasonably notable for its exotic cuisine but ravaged by a vicious disease. ",
254,"Onorti"," (126","155)",7," Harmless Furry Rodents"," Feudal"," The planet Onorti is famous for Onortiian shrew steak but ravaged by unpredictable solar activity. ",
255,"Xemariin"," (177","23)",2," Human Colonials"," Multi-Government"," The planet Xemariin is mildly notable for vicious Enetit brew. ",
