"Planet #","Name","X","Y","Tech Level","Inhabitants","Government","Description",
225,"Riordi"," (245","133)",6," Blue Slimy Lizards"," Confederacy"," The world Riordi is scourged by killer edible talking treeoids. ",
226,"Inrieran"," (229","109)",5," Human Colonials"," Dictatorship"," Inrieran is mildly notable for Inrieranian lethal water. ",
227,"Arveisri"," (187","208)",8," Small Red Bony Humanoids"," Anarchy"," This world is most fabled for Arveisriian Norest brandy but scourged by deadly civil war. ",
228,"Enreon"," (126","157)",7," Bony Humanoids"," Democracy"," The planet Enreon is a n unremarkable dump. ",
229,"Rereis"," (0","63)",4," Human Colonials"," Corporate State"," Rereis is mildly well known for its hoopy casinos. ",
230,"Ceisis"," (58","157)",7," Fierce Yellow Rodents"," Confederacy"," The world Ceisis is mildly noted for its ancient mountains but ravaged by occasional solar activity. ",
231,"Anquvein"," (0","157)",3," Harmless Furry Rodents"," Multi-Government"," This planet is most notable for Anquveinian evil juice but cursed by unpredictable solar activity. ",
232,"Teonus"," (44","22)",1," Black Horned Lizards"," Anarchy"," This planet is a tedious little planet. ",
233,"Diqudi"," (37","168)",7," Human Colonials"," Feudal"," This world is a tedious little planet. ",
234,"Isbeat"," (117","77)",7," Red Slimy Frogs"," Corporate State"," This planet is fabled for its exciting sit coms. ",
235,"Cearle"," (241","179)",7," Fierce Harmless Horned Lobsters"," Communist"," The world Cearle is beset by dreadful earthquakes. ",
236,"Onbezati"," (210","225)",9," Human Colonials"," Multi-Government"," This world is most fabled for its inhabitants' ingrained silliness but scourged by deadly civil war. ",
237,"Aarat"," (55","132)",8," Human Colonials"," Dictatorship"," This planet is a dull world. ",
238,"Sogeve"," (107","209)",8," Human Colonials"," Feudal"," This world is very notable for the Sogeveian tree snake and its hoopy casinos. ",
239,"Telabe"," (129","118)",5," Human Colonials"," Democracy"," Telabe is reasonably notable for its great tropical forests but cursed by unpredictable earthquakes. ",
240,"Dicetiar"," (228","179)",6," Human Colonials"," Communist"," Dicetiar is a n unremarkable dump. ",
241,"Usarisa"," (202","215)",5," Human Colonials"," Confederacy"," Usarisa is a n unremarkable planet. ",
242,"Tigear"," (175","61)",7," Human Colonials"," Dictatorship"," This planet is notable for the Tigearian tree grub and its inhabitants' ancient mating traditions. ",
243,"Razari"," (101","138)",6," Human Colonials"," Anarchy"," The planet Razari is well known for the Razariian tree wolf but beset by deadly solar activity. ",
244,"Anencebe"," (151","254)",7," Yellow Bug-Eyed Birds"," Democracy"," This world is ravaged by unpredictable civil war. ",
245,"Maceceve"," (51","229)",9," Small Green Frogs"," Corporate State"," The planet Maceceve is cursed by deadly civil war. ",
246,"Tebe"," (150","101)",7," Large Red Bony Lobsters"," Confederacy"," This planet is very notable for the Tebeian tree snake and its exotic goat meat. ",
247,"Lebied"," (17","211)",6," Human Colonials"," Multi-Government"," Lebied is mildly notable for its inhabitants' unusual mating traditions. ",
248,"Islaenbi"," (223","248)",8," Harmless Rodents"," Anarchy"," This planet is beset by a lethal disease. ",
249,"Resoisbe"," (134","50)",8," Yellow Fat Felines"," Feudal"," This world is very well known for Resoisbeian shrew cutlet and its inhabitants' weird shyness. ",
250,"Edesla"," (51","221)",9," Green Felines"," Corporate State"," The planet Edesla is cursed by killer mountain Leoids. ",
251,"Tizabea"," (183","117)",7," Human Colonials"," Communist"," Tizabea is famous for its inhabitants' ancient mating traditions but ravaged by dreadful civil war. ",
252,"Usmaxe"," (111","147)",8," Human Colonials"," Multi-Government"," This world is plagued by frequent earthquakes. ",
253,"Zaisedan"," (150","130)",9," Fierce Harmless Fat Birds"," Dictatorship"," The planet Zaisedan is a n unremarkable dump. ",
254,"Enbirare"," (91","248)",9," Human Colonials"," Feudal"," The world Enbirare is mildly noted for the Enbirareian deadly Ilreendioid but ravaged by a killer disease. ",
255,"Esdicete"," (78","212)",8," Small Black Horned Lobsters"," Democracy"," This world is fabled for its unusual tropical forests. ",
