"Planet #","Name","X","Y","Tech Level","Inhabitants","Government","Description",
224,"Maenso"," (201","253)",4," Small Red Fat Insects"," Multi-Government"," This world is reasonably well known for its great dense forests but scourged by killer mountain Ilinataroids. ",
225,"Riardi"," (4","231)",3," Human Colonials"," Democracy"," This world is a tedious little planet. ",
226,"Dierbeer"," (85","173)",7," Human Colonials"," Corporate State"," Dierbeer is cursed by dreadful civil war. ",
227,"Ratite"," (144","243)",7," Human Colonials"," Confederacy"," This world is plagued by frequent solar activity. ",
228,"Isxees"," (232","188)",1," Human Colonials"," Anarchy"," The planet Isxees is reasonably fabled for Zero-G hockey and Isxeesian Atlethma brandy. ",
229,"Lasoce"," (41","137)",5," Human Colonials"," Anarchy"," This world is very notable for its inhabitants' ingrained shyness. ",
230,"Atius"," (226","133)",7," Human Colonials"," Confederacy"," This world is most notable for Atiusian lethal brandy but beset by deadly tree wolfs. ",
231,"Recexela"," (110","40)",13," Human Colonials"," Corporate State"," The planet Recexela is very noted for its ancient Innu tulip plantations but ravaged by occasional solar activity. ",
232,"Islaesis"," (85","226)",9," Harmless Rodents"," Democracy"," Islaesis is ravaged by occasional solar activity. ",
233,"Tegete"," (189","9)",8," Human Colonials"," Multi-Government"," The world Tegete is reasonably noted for its inhabitants' eccentric shyness and its inhabitants' ingrained shyness. ",
234,"Anrain"," (60","252)",5," Harmless Slimy Lobsters"," Dictatorship"," This world is very notable for its inhabitants' unusual silliness and its fabulous Noal brandy. ",
235,"Teceri"," (156","236)",2," Blue Slimy Rodents"," Feudal"," Teceri is well known for the Teceriian spotted leopard but plagued by lethal lethal yaks. ",
236,"Zageuser"," (160","30)",3," Human Colonials"," Communist"," The planet Zageuser is most well known for its exotic cuisine. ",
237,"Telale"," (48","232)",9," Human Colonials"," Communist"," This world is a tedious little planet. ",
238,"Arries"," (211","129)",8," Small Green Horned Birds"," Feudal"," This world is most notable for vicious Za brew but ravaged by vicious vicious shrews. ",
239,"Soaleed"," (169","62)",4," Fierce Yellow Lizards"," Dictatorship"," This world is most fabled for Soaleedian Atonilno water but scourged by a evil disease. ",
240,"Esgebi"," (152","33)",7," Small Bug-Eyed Lizards"," Multi-Government"," The world Esgebi is reasonably famous for the Esgebiian evil Atthoid. ",
241,"Telace"," (179","38)",7," Blue Furry Humanoids"," Democracy"," Telace is a n unremarkable dump. ",
242,"Raenonce"," (88","133)",6," Human Colonials"," Corporate State"," The world Raenonce is a dull world. ",
243,"Titequ"," (229","159)",4," Black Horned Humanoids"," Confederacy"," The world Titequ is notable for its great volcanoes and its inhabitants' eccentric shyness. ",
244,"Cerexe"," (78","154)",7," Human Colonials"," Anarchy"," The planet Cerexe is well known for its inhabitants' ancient loathing of casinos but plagued by occasional solar activity. ",
245,"Ceised"," (53","66)",6," Fierce Blue Rodents"," Anarchy"," This planet is a dull world. ",
246,"Ergere"," (186","120)",12," Human Colonials"," Confederacy"," This planet is plagued by frequent solar activity. ",
247,"Bezaorat"," (97","14)",6," Harmless Lizards"," Corporate State"," Bezaorat is ravaged by unpredictable civil war. ",
248,"Aanteso"," (17","57)",10," Blue Slimy Lobsters"," Democracy"," The world Aanteso is beset by dreadful earthquakes. ",
249,"Rixees"," (103","60)",7," Yellow Bony Humanoids"," Multi-Government"," This planet is fabled for its weird volcanoes. ",
250,"Vearin"," (42","201)",10," Bony Humanoids"," Dictatorship"," Vearin is most famous for its pink Vearinian A'stou A'stouweed plantations and its exciting Vearinian evil juice. ",
251,"Zaria"," (237","12)",3," Human Colonials"," Feudal"," This world is most notable for its fabulous cuisine but plagued by evil spotted cats. ",
252,"Xelaed"," (114","175)",4," Human Colonials"," Communist"," The world Xelaed is a boring world. ",
253,"Errius"," (184","149)",4," Blue Furry Humanoids"," Communist"," Errius is a n unremarkable dump. ",
254,"Oneded"," (24","232)",6," Harmless Slimy Lobsters"," Feudal"," This world is a tedious little planet. ",
255,"Atxein"," (24","152)",9," Human Colonials"," Dictatorship"," The world Atxein is very famous for its unusual sit coms but ravaged by lethal spotted batoids. ",
