"Planet #","Name","X","Y","Tech Level","Inhabitants","Government","Description",
220,"Isarima"," (242","32)",11," Human Colonials"," Communist"," This planet is mildly noted for the Isarimaian mountain lobstoid but plagued by frequent solar activity. ",
221,"Quzaarar"," (11","126)",7," Human Colonials"," Democracy"," The planet Quzaarar is scourged by killer mountain Iloids. ",
222,"Orreenan"," (138","74)",8," Harmless Slimy Frogs"," Multi-Government"," The planet Orreenan is a n unremarkable dump. ",
223,"Temage"," (27","210)",10," Blue Bug-Eyed Frogs"," Communist"," The world Temage is mildly fabled for the Temageian mountain slug but ravaged by a vicious disease. ",
224,"Orusdire"," (235","3)",7," Yellow Slimy Frogs"," Anarchy"," The planet Orusdire is most famous for its vast oceans. ",
225,"Zaonen"," (46","141)",5," Human Colonials"," Multi-Government"," Zaonen is most noted for its inhabitants' eccentric shyness and its inhabitants' eccentric shyness. ",
226,"Esenena"," (182","242)",10," Human Colonials"," Democracy"," Esenena is a revolting little planet. ",
227,"Ravequce"," (175","50)",8," Furry Humanoids"," Anarchy"," This planet is notable for the Ravequceian edible arts graduate and its great volcanoes. ",
228,"Velaat"," (69","122)",8," Human Colonials"," Communist"," This world is fabled for its weird volcanoes. ",
229,"Geaten"," (28","49)",9," Large Harmless Furry Rodents"," Democracy"," This planet is a tedious place. ",
230,"Insote"," (72","178)",6," Horned Lizards"," Multi-Government"," The planet Insote is cursed by deadly civil war. ",
231,"Vecedius"," (241","28)",6," Human Colonials"," Communist"," This world is a tedious place. ",
232,"Querbe"," (232","237)",0," Furry Insects"," Anarchy"," This planet is most fabled for its inhabitants' ingrained shyness but cursed by unpredictable solar activity. ",
233,"Leenenbi"," (254","115)",7," Large Red Furry Felines"," Multi-Government"," Leenenbi is mildly notable for its inhabitants' unusual mating traditions. ",
234,"Inceor"," (102","178)",10," Human Colonials"," Democracy"," Inceor is ravaged by unpredictable civil war. ",
235,"Arrege"," (75","217)",7," Human Colonials"," Anarchy"," The planet Arrege is cursed by vicious killer cats. ",
236,"Aaanqu"," (60","67)",6," Human Colonials"," Communist"," This planet is noted for its exotic goat soup. ",
237,"Cequququ"," (122","219)",9," Human Colonials"," Democracy"," This world is mildly well known for Cequququian shrew steak and Cequququian wolf meat. ",
238,"Azaage"," (186","154)",8," Green Slimy Lobsters"," Multi-Government"," This planet is plagued by frequent solar activity. ",
239,"Timabi"," (163","47)",5," Red Fat Insects"," Communist"," This world is plagued by occasional solar activity. ",
240,"Aninator"," (41","230)",2," Green Lizards"," Anarchy"," The planet Aninator is cursed by deadly civil war. ",
241,"Tileen"," (185","113)",8," Human Colonials"," Multi-Government"," Tileen is famous for its inhabitants' ancient loathing of discos but ravaged by lethal spotted craboids. ",
242,"Ontesoge"," (107","146)",11," Human Colonials"," Democracy"," This world is mildly well known for its hoopy night life and Ontesogeian lethal brandy. ",
243,"Soenisti"," (99","103)",3," Fierce Yellow Fat Insects"," Anarchy"," This planet is reasonably famous for its inhabitants' exceptional loathing of food blenders. ",
244,"Usisis"," (23","189)",7," Human Colonials"," Communist"," This world is very fabled for the Usisisian edible poet. ",
245,"Rionxe"," (99","189)",8," Rodents"," Democracy"," The planet Rionxe is well known for its inhabitants' ancient mating traditions but ravaged by unpredictable civil war. ",
246,"Xecees"," (32","66)",6," Large Blue Horned Birds"," Multi-Government"," The world Xecees is very noted for its unusual sit coms but ravaged by dreadful civil war. ",
247,"Leisera"," (114","73)",10," Human Colonials"," Communist"," This world is mildly famous for its pink oceans and mud tennis. ",
248,"Teteso"," (239","48)",8," Yellow Insects"," Anarchy"," The planet Teteso is most famous for the Tetesoian deadly goat and its hoopy casinos. ",
249,"Zainenge"," (160","199)",1," Fierce Insects"," Multi-Government"," The world Zainenge is reasonably noted for its inhabitants' exceptional loathing of sit coms. ",
250,"Xetiis"," (3","210)",11," Human Colonials"," Democracy"," Xetiis is mildly well known for its exotic cuisine. ",
251,"Dixeso"," (55","29)",3," Human Colonials"," Anarchy"," The world Dixeso is mildly noted for the Dixesoian mountain lobstoid but beset by deadly solar activity. ",
252,"Leontied"," (23","39)",5," Human Colonials"," Communist"," This world is very fabled for its weird volcanoes. ",
253,"Eresan"," (24","23)",3," Human Colonials"," Democracy"," The world Eresan is scourged by a deadly disease. ",
254,"Cearmate"," (187","233)",10," Fierce Red Horned Lobsters"," Multi-Government"," This world is most fabled for its inhabitants' ingrained silliness but scourged by deadly edible poets. ",
255,"Enanar"," (156","171)",6," Green Frogs"," Communist"," This planet is notable for the Enanarian edible moth and its great dense forests. ",
