"Planet #","Name","X","Y","Tech Level","Inhabitants","Government","Description",
232,"Relequar"," (170","135)",6," Yellow Furry Insects"," Corporate State"," This world is reasonably notable for its fabulous cuisine but beset by evil tree snakes. ",
233,"Sodionbe"," (74","122)",9," Human Colonials"," Communist"," The world Sodionbe is a dull world. ",
234,"Onenbi"," (243","159)",4," Black Fat Insects"," Feudal"," The world Onenbi is beset by dreadful earthquakes. ",
235,"Ataor"," (152","198)",1," Human Colonials"," Anarchy"," Ataor is famous for its inhabitants' exceptional love for food blenders but scourged by frequent civil war. ",
236,"Geverare"," (154","25)",11," Human Colonials"," Democracy"," The planet Geverare is a n unremarkable dump. ",
237,"Oranxe"," (142","148)",8," Human Colonials"," Confederacy"," Oranxe is cursed by vicious vicious ants. ",
238,"Laatexe"," (183","162)",10," Furry Felines"," Communist"," This planet is very well known for its inhabitants' ancient mating traditions and its inhabitants' ancient loathing of sit coms. ",
239,"Areis"," (66","252)",8," Human Colonials"," Confederacy"," This world is noted for its exciting sit coms. ",
240,"Inesbe"," (253","160)",11," Human Colonials"," Confederacy"," The world Inesbe is scourged by killer mountain monkeys. ",
241,"Sozala"," (233","115)",8," Human Colonials"," Democracy"," The planet Sozala is most famous for the Sozalaian deadly Inonbeoid and the Sozalaian deadly monkey. ",
242,"Anener"," (65","21)",7," Green Fat Insects"," Corporate State"," The planet Anener is famous for Anenerian wolf meat but scourged by dreadful solar activity. ",
243,"Leera"," (94","208)",10," Human Colonials"," Multi-Government"," This world is mildly famous for its pink oceans and its exotic fish meat. ",
244,"Leenlaes"," (65","207)",3," Human Colonials"," Communist"," Leenlaes is most noted for its inhabitants' exceptional love for tourists and its unusual tropical forests. ",
245,"Atermadi"," (233","21)",7," Fat Humanoids"," Corporate State"," This world is reasonably notable for its great volcanoes but plagued by unpredictable civil war. ",
246,"Argean"," (173","203)",6," Human Colonials"," Multi-Government"," Argean is famous for its inhabitants' ancient loathing of discos but plagued by unpredictable civil war. ",
247,"Soinisat"," (72","251)",8," Fierce Red Bony Felines"," Corporate State"," The world Soinisat is very noted for its pink oceans but scourged by deadly solar activity. ",
248,"Quesla"," (113","221)",5," Harmless Fat Felines"," Dictatorship"," Quesla is reasonably well known for the Queslaian tree grub but plagued by frequent earthquakes. ",
249,"Edsoeded"," (249","53)",1," Human Colonials"," Anarchy"," Edsoeded is mildly well known for its hoopy night life. ",
250,"Edaranis"," (56","152)",10," Red Slimy Rodents"," Confederacy"," The world Edaranis is very famous for its unusual casinos but plagued by frequent earthquakes. ",
251,"Xeanan"," (189","123)",7," Large Yellow Rodents"," Communist"," This world is reasonably well known for the Xeananian tree ant but ravaged by dreadful civil war. ",
252,"Ercea"," (57","123)",6," Human Colonials"," Multi-Government"," The world Ercea is very famous for its fabulous monkey burgers but plagued by frequent solar activity. ",
253,"Anerat"," (101","79)",2," Human Colonials"," Feudal"," Anerat is ravaged by frequent solar activity. ",
254,"Onrear"," (61","81)",5," Human Colonials"," Anarchy"," Onrear is most noted for the Onrearian deadly Gestesoid and its inhabitants' exceptional loathing of sit coms. ",
255,"Atlaonbi"," (216","138)",6," Horned Lobsters"," Feudal"," This planet is beset by deadly earthquakes. ",
